STATE,CLASS,GENDER,AGE,PAID
STATE 10,C1 ,M,64,1011.58
STATE 02,C1 ,F,64,1010
STATE 03,C7B,M,64,990.89
STATE 02,C1B,M,64,981.95
STATE 03,C1 ,F,64,968.87
STATE 15,C71,M,64,961.06
STATE 15,C11,F,64,946.34
STATE 04,C71,F,64,939.69
STATE 17,C7C,M,64,886.07
STATE 06,C7 ,M,64,882
STATE 17,C71,F,64,881.99
STATE 15,C1B,F,64,878.54
STATE 15,C71,M,64,873.19
STATE 02,C7 ,M,64,834.12
STATE 06,C72,F,64,819.19
STATE 02,C1 ,F,64,805.18
STATE 15,C7 ,M,64,804.62
STATE 04,C71,M,64,789.73
STATE 15,C1 ,M,64,783.71
STATE 15,C7 ,M,64,772.24
STATE 15,F7 ,M,64,767.97
STATE 06,C1B,F,64,744.04
STATE 02,C7 ,F,64,737.42
STATE 02,C71,M,64,729.17
STATE 15,C7B,M,64,714.71
STATE 02,C7 ,M,64,680.05
STATE 02,C1 ,M,64,676.15
STATE 06,C7 ,M,64,669.2
STATE 13,C2 ,M,64,652.83
STATE 17,C71,F,64,651.18
STATE 02,C7 ,M,64,629.79
STATE 15,C71,M,64,623.07
STATE 12,C7 ,M,64,596.8
STATE 04,C72,M,64,586.85
STATE 15,C7 ,M,64,561.93
STATE 15,C11,M,64,554.5
STATE 15,C71,F,64,554.14
STATE 15,C1 ,M,64,547.23
STATE 15,C11,M,64,543.75
STATE 15,C11,M,64,523.13
STATE 03,C71,M,64,523.12
STATE 02,C7A,M,64,520.45
STATE 15,C71,M,64,516.44
STATE 03,C7 ,M,64,516.23
STATE 13,C71,M,64,514.57
STATE 15,C11,M,64,510.1
STATE 15,C71,F,64,508.99
STATE 17,C71,F,64,500.65
STATE 17,C7 ,F,64,484.38
STATE 15,C1 ,F,64,479.44
STATE 03,C71,M,64,470
STATE 10,C1 ,F,64,454.05
STATE 04,C71,M,64,450.62
STATE 07,C71,M,64,444.98
STATE 06,C11,M,64,439.5
STATE 07,C71,M,64,434.92
STATE 02,C71,F,64,422.99
STATE 07,C7 ,F,64,411.35
STATE 06,C7B,F,64,411
STATE 03,C71,M,64,398.28
STATE 17,C71,M,64,398.08
STATE 06,C11,M,64,385.94
STATE 15,C72,F,64,367.14
STATE 04,C71,M,64,361.11
STATE 02,C11,M,64,350.92
STATE 04,F71,M,64,329.4
STATE 02,C11,M,64,326.48
STATE 02,C11,M,64,315.61
STATE 02,C11,F,64,313.99
STATE 02,C7 ,M,64,311.32
STATE 06,C71,M,64,290.81
STATE 10,C7 ,F,64,270.2
STATE 02,C1B,F,64,267.98
STATE 15,C7A,M,64,259.21
STATE 04,C7 ,M,64,255.98
STATE 15,F7 ,M,64,251.37
STATE 02,C1 ,M,64,247.5
STATE 04,C71,F,64,230.07
STATE 02,C1 ,F,64,133.76
STATE 02,C7B,M,64,109.53
STATE 04,C71,M,64,108.15
STATE 15,C71,F,64,86.33
STATE 15,C11,M,64,36.29
STATE 01,F11,F,64,35
STATE 17,C7 ,F,64,25.44
STATE 15,C11,F,64,25
STATE 12,C1B,M,63,9793.42
STATE 17,C7 ,F,63,7757.35
STATE 07,C71,M,63,7620.37
STATE 15,C1 ,M,63,7543.24
STATE 15,F71,F,63,7513.51
STATE 15,C7 ,F,63,6800.94
STATE 15,C72,F,63,6246.27
STATE 15,C11,F,63,6163.89
STATE 15,C7 ,M,63,5546.63
STATE 10,C7A,M,63,5427.48
STATE 15,C1 ,F,63,5317.71
STATE 15,C7 ,M,63,4864.38
STATE 17,C71,M,63,4781.43
STATE 02,C1 ,M,63,4607.69
STATE 15,C1B,M,63,4558.77
STATE 02,C1 ,F,63,4359.77
STATE 15,C7B,M,63,4334.92
STATE 12,C1 ,F,63,4048.31
STATE 02,C71,M,63,3983.75
STATE 06,C7A,M,63,3944.37
STATE 02,C71,F,63,3887.03
STATE 07,C7A,M,63,3862.95
STATE 15,C1A,M,63,3771.93
STATE 17,C71,M,63,3765.25
STATE 02,C11,M,63,3763.04
STATE 02,C1 ,F,63,3699.39
STATE 15,C7 ,F,63,3434.4
STATE 04,C71,M,63,3331.48
STATE 14,C71,M,63,3035.81
STATE 15,C11,M,63,3007.15
STATE 15,C11,M,63,3000
STATE 02,C7B,M,63,2888.44
STATE 02,C7 ,F,63,2887.5
STATE 15,C71,M,63,2799.22
STATE 10,C7B,M,63,2721.71
STATE 15,C1 ,F,63,2696.35
STATE 02,F1 ,M,63,2680.81
STATE 02,C71,F,63,2648.23
STATE 02,C71,M,63,2551.57
STATE 15,C71,M,63,2535.72
STATE 02,C7A,F,63,2507.66
STATE 06,F1 ,F,63,2437.66
STATE 06,C1 ,M,63,2406
STATE 15,C71,M,63,2228.05
STATE 15,C71,M,63,2199.43
STATE 06,C11,M,63,2182.77
STATE 15,C1A,M,63,2105.3
STATE 04,C7 ,F,63,2002.9
STATE 10,C71,M,63,1850.78
STATE 06,C7B,F,63,1782.16
STATE 15,C2 ,M,63,1705.94
STATE 01,C7 ,M,63,1677.66
STATE 15,C7B,F,63,1613.41
STATE 13,C1B,M,63,1609.52
STATE 06,C7B,M,63,1577.05
STATE 07,C7 ,M,63,1567.93
STATE 15,C7B,M,63,1504.43
STATE 15,C1 ,M,63,1451.57
STATE 14,C7 ,M,63,1451.19
STATE 02,C7 ,M,63,1439.46
STATE 03,C11,F,63,1436
STATE 15,C1 ,M,63,1391.42
STATE 06,C1 ,F,63,1340.74
STATE 15,C7B,M,63,1316.95
STATE 04,C7 ,M,63,1315.16
STATE 03,C7 ,M,63,1283.6
STATE 02,C11,F,63,1282.58
STATE 03,C1 ,M,63,1249.02
STATE 15,C71,F,63,1219.26
STATE 04,C72,M,63,1200
STATE 10,C7 ,M,63,1159.2
STATE 15,C71,F,63,1151.25
STATE 13,C71,M,63,1141.9
STATE 17,C7B,M,63,1138
STATE 03,C7C,M,63,1114.06
STATE 06,C71,M,63,1086.9
STATE 02,C11,F,63,1085.62
STATE 15,C7A,M,63,1068.82
STATE 10,C7B,M,63,1056.23
STATE 06,C71,M,63,1050
STATE 15,C7 ,M,63,1043.75
STATE 15,C1 ,M,63,1019.4
STATE 07,C7B,M,63,978.46
STATE 17,C7 ,M,63,954.94
STATE 07,C71,M,63,943.55
STATE 03,C1 ,M,63,941.85
STATE 15,C1 ,M,63,925.66
STATE 15,C1 ,F,63,909.99
STATE 17,C7 ,F,63,903.99
STATE 15,C1 ,M,63,892.16
STATE 02,C71,M,63,875.28
STATE 03,C71,M,63,864.31
STATE 15,C71,M,63,831.86
STATE 06,C1 ,M,63,829.03
STATE 10,C1B,F,63,825.37
STATE 06,C71,M,63,822.17
STATE 15,C7B,M,63,802.72
STATE 15,C1 ,F,63,799.76
STATE 06,C71,M,63,789
STATE 15,C7 ,F,63,788.84
STATE 02,C7 ,F,63,778.29
STATE 02,C1B,M,63,760.03
STATE 04,C71,M,63,739.41
STATE 03,C1 ,F,63,738.18
STATE 15,C7 ,M,63,735.5
STATE 15,C7 ,M,63,707.23
STATE 10,C71,F,63,707.09
STATE 06,C7B,M,63,704.48
STATE 01,C7 ,M,63,678.62
STATE 04,C7 ,M,63,664.07
STATE 06,C11,M,63,640
STATE 01,F71,M,63,636.5
STATE 06,C1 ,M,63,607.23
STATE 10,C7 ,M,63,598.17
STATE 15,C1 ,M,63,589.79
STATE 01,C1 ,M,63,582.58
STATE 17,C71,F,63,565.03
STATE 15,C11,M,63,558.45
STATE 15,C71,M,63,542.36
STATE 10,C71,F,63,541.67
STATE 06,C7 ,F,63,527.52
STATE 02,C1 ,F,63,526.17
STATE 15,C71,F,63,516.96
STATE 17,C71,F,63,510.19
STATE 02,C1 ,M,63,498.62
STATE 17,C71,M,63,498.22
STATE 04,C71,F,63,492.59
STATE 06,C71,M,63,492.22
STATE 15,C1 ,F,63,476.2
STATE 04,C71,M,63,468
STATE 02,C1B,F,63,463.98
STATE 15,C71,F,63,460.15
STATE 02,C7 ,F,63,457.95
STATE 06,C1 ,M,63,446.38
STATE 02,C7 ,M,63,445.28
STATE 02,C71,M,63,443.49
STATE 17,C71,M,63,443.35
STATE 02,C71,M,63,439.22
STATE 03,C72,M,63,430.96
STATE 15,C1A,F,63,399.63
STATE 15,C1B,F,63,385.39
STATE 15,C1 ,M,63,379.84
STATE 02,C7 ,M,63,375.4
STATE 10,C11,F,63,370.58
STATE 15,C11,M,63,362.73
STATE 02,C71,M,63,362.48
STATE 15,C7B,F,63,359.11
STATE 02,F7 ,M,63,348.47
STATE 15,C71,F,63,345.1
STATE 02,C1B,F,63,343.6
STATE 15,C7 ,M,63,335.29
STATE 15,C1B,M,63,328.11
STATE 15,C1 ,M,63,327.1
STATE 15,C11,F,63,317.77
STATE 02,C71,F,63,315.44
STATE 15,C11,M,63,315
STATE 02,F7 ,M,63,291.64
STATE 04,C7B,M,63,290.9
STATE 06,F71,F,63,289.14
STATE 17,C7A,M,63,281.5
STATE 03,C1 ,M,63,275.97
STATE 14,C11,F,63,261.99
STATE 03,C71,M,63,258.44
STATE 02,C1 ,F,63,243.35
STATE 15,C1 ,F,63,204.12
STATE 12,C1A,F,63,200
STATE 12,C1 ,M,63,196.22
STATE 02,F7 ,M,63,165.77
STATE 17,C7B,F,63,165.66
STATE 02,C1 ,M,63,160.19
STATE 15,C7 ,M,63,158.26
STATE 17,C7 ,F,63,153.85
STATE 07,C7B,M,63,139.02
STATE 04,C71,F,63,126.7
STATE 15,C1 ,F,63,114.05
STATE 01,C71,M,63,98.21
STATE 15,C71,M,63,37.98
STATE 02,C7 ,F,62,10943.31
STATE 06,C71,M,62,9597.98
STATE 07,C71,M,62,9361.83
STATE 15,C7B,M,62,8396.25
STATE 06,C1 ,F,62,8215.8
STATE 02,C71,M,62,7920.76
STATE 13,C7 ,M,62,7599.5
STATE 02,C71,M,62,7339.9
STATE 12,C11,M,62,7038.33
STATE 15,C11,M,62,6208.2
STATE 02,C1 ,M,62,6161.06
STATE 15,C72,M,62,5600.6
STATE 17,C71,F,62,5241.71
STATE 02,C1 ,M,62,4893.55
STATE 15,C1 ,M,62,4627.84
STATE 02,C71,M,62,4500
STATE 17,C7 ,M,62,4171.01
STATE 03,C7 ,F,62,3912.49
STATE 04,C7B,M,62,3905.42
STATE 04,C7 ,M,62,3854.3
STATE 07,C71,M,62,3817.73
STATE 07,C71,M,62,3314.42
STATE 15,C1 ,F,62,3296.77
STATE 02,C1 ,M,62,3277.24
STATE 17,C7B,M,62,3230.09
STATE 15,C1C,M,62,3046.29
STATE 14,C11,F,62,2843.32
STATE 02,F71,M,62,2821.59
STATE 17,C7B,M,62,2766.92
STATE 17,C71,M,62,2758.54
STATE 12,C7 ,F,62,2755.77
STATE 07,F71,F,62,2732.94
STATE 15,C71,F,62,2731.4
STATE 15,C7B,M,62,2701.04
STATE 07,C71,M,62,2600
STATE 17,C7A,F,62,2531.24
STATE 04,C7 ,F,62,2347.8
STATE 06,C71,M,62,2271.47
STATE 15,C11,M,62,2247.93
STATE 15,C1B,M,62,2230.25
STATE 17,C7 ,F,62,2163.73
STATE 02,C7 ,F,62,2038.05
STATE 06,C7B,M,62,2036.49
STATE 04,C71,F,62,2022.19
STATE 02,C7 ,M,62,2005.87
STATE 06,C1 ,F,62,1928.18
STATE 02,C11,M,62,1925.31
STATE 04,C7 ,F,62,1918.9
STATE 02,C71,F,62,1890.5
STATE 17,C7 ,M,62,1816.58
STATE 02,C71,F,62,1785
STATE 02,F1 ,M,62,1745.29
STATE 15,C11,M,62,1731.05
STATE 02,F71,M,62,1726.51
STATE 02,C11,M,62,1705.08
STATE 04,C7B,M,62,1704.54
STATE 10,C1B,M,62,1641.63
STATE 06,C72,M,62,1628.56
STATE 02,F11,M,62,1584.78
STATE 02,C71,F,62,1572.76
STATE 03,C7 ,M,62,1565.84
STATE 06,C7 ,F,62,1537.89
STATE 15,C1 ,F,62,1475.12
STATE 12,C11,M,62,1462.23
STATE 02,C71,M,62,1454.32
STATE 17,C7 ,M,62,1442.27
STATE 04,C71,M,62,1409.51
STATE 04,C71,M,62,1394.06
STATE 17,C7 ,M,62,1391.55
STATE 04,C71,M,62,1384.12
STATE 13,C7 ,M,62,1358.22
STATE 14,C71,M,62,1344.14
STATE 15,C1C,F,62,1300
STATE 07,C71,M,62,1279.05
STATE 14,F71,M,62,1273.07
STATE 02,C7C,M,62,1242.8
STATE 15,C1 ,M,62,1227.26
STATE 02,C1 ,M,62,1181.3
STATE 04,C7 ,M,62,1154.39
STATE 03,C71,F,62,1149.87
STATE 01,C1 ,M,62,1145.63
STATE 15,C71,M,62,1106.82
STATE 06,C11,F,62,1100.91
STATE 02,C1 ,M,62,1076.77
STATE 06,C11,M,62,1071.25
STATE 15,C7A,M,62,1066.48
STATE 04,C71,M,62,1057.91
STATE 06,C1 ,F,62,1047.41
STATE 13,C7 ,M,62,1005.85
STATE 01,C71,M,62,988.21
STATE 15,C71,M,62,959.52
STATE 03,C7 ,M,62,954
STATE 15,C11,M,62,950
STATE 17,C71,F,62,921.16
STATE 02,C1 ,F,62,875.21
STATE 15,C71,M,62,866.2
STATE 15,C71,M,62,857.61
STATE 02,C1 ,F,62,857.19
STATE 02,C7C,M,62,854.88
STATE 02,C11,M,62,846.5
STATE 15,C7 ,M,62,839.16
STATE 15,C72,M,62,834.51
STATE 04,C7B,M,62,819.83
STATE 06,C71,M,62,801.63
STATE 13,C1 ,F,62,799.29
STATE 04,C7 ,F,62,789.33
STATE 15,C7 ,M,62,773.31
STATE 15,C7B,M,62,773.15
STATE 04,C71,M,62,763.07
STATE 02,C1B,M,62,760.55
STATE 02,C71,F,62,746.63
STATE 06,C7B,F,62,730.83
STATE 15,C7 ,F,62,711.56
STATE 04,F7 ,F,62,705
STATE 15,C1 ,F,62,701.05
STATE 15,C71,F,62,700
STATE 15,C71,M,62,700
STATE 02,C7B,M,62,691.13
STATE 02,C7B,F,62,636.78
STATE 15,C7 ,F,62,628.08
STATE 03,C1B,F,62,603.29
STATE 07,C7A,M,62,600
STATE 10,C7 ,M,62,564.66
STATE 06,C7 ,M,62,554.55
STATE 14,C1 ,F,62,545.3
STATE 02,C7 ,F,62,530.64
STATE 15,C71,F,62,514
STATE 06,C11,M,62,513.24
STATE 15,C71,F,62,512.09
STATE 15,C7 ,F,62,497.7
STATE 04,C71,M,62,495.92
STATE 15,C71,M,62,490.6
STATE 04,F71,M,62,482.35
STATE 04,C7B,F,62,462
STATE 07,C71,M,62,457.51
STATE 17,C71,M,62,450.08
STATE 02,C71,M,62,445.05
STATE 15,C71,M,62,443.58
STATE 02,C1 ,M,62,440.31
STATE 02,C7 ,M,62,430.42
STATE 10,C7 ,F,62,414.45
STATE 12,C71,F,62,404.15
STATE 07,C7 ,M,62,393.86
STATE 17,C7B,M,62,384.9
STATE 07,C71,F,62,382.01
STATE 12,C71,F,62,361.73
STATE 10,C7B,M,62,350
STATE 15,C11,F,62,321.13
STATE 15,C71,F,62,289.96
STATE 01,C7 ,M,62,280
STATE 07,C7A,M,62,276.02
STATE 12,C1B,M,62,273.58
STATE 12,C1 ,F,62,273.29
STATE 07,C7 ,M,62,266.38
STATE 06,C1 ,M,62,253.86
STATE 03,C71,M,62,250
STATE 02,C71,M,62,243.11
STATE 15,C71,F,62,230
STATE 15,C11,M,62,226.56
STATE 12,C11,M,62,224.23
STATE 04,C72,F,62,223
STATE 15,C11,M,62,189.9
STATE 15,C11,F,62,187.5
STATE 06,C7B,M,62,176.2
STATE 15,C1B,M,62,160
STATE 02,F7 ,M,62,152.13
STATE 04,C7C,F,62,144.19
STATE 03,C1 ,M,62,126.1
STATE 15,C2 ,M,62,123.96
STATE 02,C71,M,62,85
STATE 15,C7B,M,61,17067.32
STATE 15,C11,M,61,10652.59
STATE 06,C11,M,61,9964.08
STATE 06,C1B,M,61,9183.55
STATE 03,C7B,F,61,8520.94
STATE 15,C7B,M,61,7836.7
STATE 12,C2 ,M,61,6390.19
STATE 15,C1 ,M,61,5985.57
STATE 15,C71,F,61,5838.03
STATE 12,C1B,M,61,5713.08
STATE 01,C7B,M,61,5556.75
STATE 02,C11,M,61,5039.73
STATE 17,F71,F,61,4593.43
STATE 17,C71,F,61,4414.08
STATE 10,C1 ,F,61,4313.68
STATE 02,C71,M,61,4286.57
STATE 15,C7B,F,61,4259.76
STATE 06,C1 ,M,61,3994.66
STATE 06,C71,M,61,3777.64
STATE 15,C7C,M,61,3662.96
STATE 15,C71,M,61,3597.83
STATE 15,C1B,M,61,3566.59
STATE 02,C11,F,61,3472
STATE 03,C1 ,F,61,3403.09
STATE 02,C71,F,61,3328.93
STATE 02,C11,M,61,3224.72
STATE 15,C7B,M,61,2918
STATE 14,C7 ,F,61,2883.84
STATE 15,C71,M,61,2805.73
STATE 02,C1B,M,61,2712.61
STATE 06,C1 ,M,61,2688
STATE 15,C11,F,61,2674
STATE 17,C71,F,61,2593.89
STATE 15,C1B,M,61,2586.45
STATE 01,C2 ,M,61,2525.2
STATE 02,C71,F,61,2465.08
STATE 06,C1 ,M,61,2399.01
STATE 10,C1 ,M,61,2354.22
STATE 02,C7B,M,61,2340.05
STATE 15,C7 ,F,61,2265.83
STATE 06,C1 ,F,61,2171.25
STATE 02,C7B,M,61,2166.3
STATE 15,C11,M,61,2163.98
STATE 15,C1 ,F,61,2151.66
STATE 06,C7 ,M,61,2125.09
STATE 04,C7 ,M,61,2068.44
STATE 13,C1B,M,61,2000
STATE 06,C7 ,M,61,1907
STATE 03,C71,M,61,1791.85
STATE 14,C1 ,M,61,1760.12
STATE 15,C11,F,61,1739.92
STATE 12,C72,M,61,1739.28
STATE 06,C71,M,61,1730
STATE 02,C1 ,M,61,1717.37
STATE 15,C1 ,F,61,1696.26
STATE 04,C71,F,61,1644.2
STATE 15,C7B,M,61,1636.16
STATE 03,C1 ,M,61,1595.17
STATE 15,C1 ,M,61,1591.32
STATE 02,C71,M,61,1535.01
STATE 15,C7B,M,61,1506
STATE 01,C1 ,M,61,1483.34
STATE 02,C72,M,61,1448.59
STATE 17,C7 ,M,61,1444.17
STATE 06,C7A,F,61,1441
STATE 17,C71,M,61,1433.77
STATE 17,C71,M,61,1430.43
STATE 01,C1 ,M,61,1405
STATE 14,F71,M,61,1395.14
STATE 15,C72,F,61,1390.16
STATE 02,C1C,F,61,1352.01
STATE 06,C7B,F,61,1325.64
STATE 15,C7A,M,61,1302.5
STATE 10,C1A,F,61,1291.48
STATE 04,C7A,M,61,1268.37
STATE 02,C11,M,61,1266.44
STATE 15,C7A,F,61,1243.73
STATE 12,C1B,M,61,1240.84
STATE 02,C1 ,M,61,1231.03
STATE 07,C71,F,61,1191.58
STATE 03,C1 ,M,61,1185.83
STATE 03,C71,F,61,1168.75
STATE 15,C7B,F,61,1167.44
STATE 15,C7B,M,61,1156.05
STATE 14,F71,M,61,1118.73
STATE 04,C71,M,61,1104.29
STATE 17,C7 ,M,61,1090.49
STATE 04,C72,M,61,1068.71
STATE 15,C72,M,61,1055.23
STATE 12,C1B,M,61,1049.08
STATE 07,F71,M,61,1035.03
STATE 01,C1B,M,61,1025.44
STATE 15,C11,M,61,1015.21
STATE 15,C11,F,61,1014.98
STATE 02,C7B,F,61,1012.89
STATE 15,C71,F,61,1011.97
STATE 15,C7C,F,61,981.57
STATE 15,C72,M,61,973.2
STATE 15,C1B,M,61,960.82
STATE 04,C7B,F,61,956.49
STATE 15,C71,F,61,941.51
STATE 04,C71,M,61,934.69
STATE 02,C7 ,F,61,885.5
STATE 17,C71,M,61,874.97
STATE 13,C71,M,61,869.51
STATE 01,C1 ,M,61,868.15
STATE 07,C71,M,61,840.73
STATE 02,F71,M,61,838.37
STATE 15,C1A,M,61,821.46
STATE 15,C7B,M,61,793.09
STATE 06,C7A,M,61,786.4
STATE 02,C71,M,61,774.08
STATE 15,C7B,F,61,768.66
STATE 06,C1B,M,61,758.65
STATE 04,C71,M,61,756.42
STATE 04,C7 ,M,61,739.87
STATE 15,C7B,M,61,735.11
STATE 04,F71,M,61,720.53
STATE 15,F7 ,M,61,712.96
STATE 02,C7 ,F,61,712.84
STATE 04,C72,M,61,710.11
STATE 15,C1 ,M,61,708
STATE 04,C7 ,M,61,706.88
STATE 15,C71,F,61,705.29
STATE 02,C71,M,61,702.1
STATE 15,C7C,F,61,699.19
STATE 02,C1A,M,61,695.56
STATE 17,C71,M,61,677.43
STATE 14,C1B,M,61,668.12
STATE 17,C71,M,61,660.32
STATE 15,C7B,M,61,655.16
STATE 04,C7 ,F,61,648.16
STATE 17,C71,F,61,634.14
STATE 15,C7 ,F,61,625.79
STATE 02,C71,F,61,609.01
STATE 10,C1 ,M,61,589.88
STATE 15,C71,M,61,589.58
STATE 02,C7B,M,61,588.56
STATE 15,C7 ,M,61,562.15
STATE 02,C71,M,61,561.23
STATE 02,C7 ,F,61,559.9
STATE 02,C71,F,61,556.54
STATE 13,F11,M,61,545.35
STATE 13,C11,M,61,537.77
STATE 04,C71,M,61,535.3
STATE 15,C7A,M,61,520.96
STATE 01,C71,M,61,500
STATE 04,F7 ,M,61,498.38
STATE 03,C7A,M,61,493.27
STATE 15,C71,M,61,491.1
STATE 15,C11,M,61,490.53
STATE 02,C7 ,M,61,488.6
STATE 07,C71,M,61,482.09
STATE 06,C1A,F,61,478.81
STATE 15,C1A,M,61,478.64
STATE 17,C7 ,M,61,466.99
STATE 06,C2 ,M,61,459.43
STATE 15,C7B,M,61,452.54
STATE 04,C71,F,61,447.19
STATE 02,C7 ,M,61,444.69
STATE 04,C7B,F,61,425.21
STATE 15,C11,M,61,410
STATE 15,C11,F,61,400.62
STATE 03,C1 ,F,61,390.03
STATE 03,C1 ,F,61,372.96
STATE 04,C71,M,61,364.58
STATE 04,C7 ,M,61,352.42
STATE 04,C7B,M,61,345.7
STATE 04,F7 ,M,61,338.3
STATE 13,C71,M,61,329.85
STATE 02,F71,M,61,322.51
STATE 06,C1 ,M,61,315.3
STATE 02,C7 ,F,61,308
STATE 03,C7 ,F,61,302.54
STATE 03,C1 ,F,61,280.03
STATE 02,C1B,F,61,267.25
STATE 03,C7B,M,61,265.24
STATE 15,C7B,M,61,259.41
STATE 15,C1 ,M,61,257.2
STATE 15,C1B,M,61,254.46
STATE 06,C7 ,F,61,239.2
STATE 01,C7B,F,61,220.8
STATE 01,F71,M,61,219.89
STATE 02,C7B,M,61,216.52
STATE 07,C7 ,M,61,175
STATE 01,C1A,M,61,171.97
STATE 15,C7C,M,61,153.18
STATE 02,C1B,M,61,129.86
STATE 02,C7B,F,61,128.6
STATE 04,C7B,M,61,125.53
STATE 02,C1 ,M,61,116.37
STATE 15,C1B,F,61,105.31
STATE 01,C7B,M,61,90.92
STATE 02,C1B,M,60,20047.78
STATE 15,C71,F,60,10912.06
STATE 13,C11,M,60,10391.52
STATE 02,C7 ,F,60,10264.47
STATE 15,C71,M,60,7339.68
STATE 06,C7B,F,60,6942.54
STATE 07,C7B,M,60,6517
STATE 15,C71,F,60,5346.94
STATE 13,C1 ,F,60,5313.8
STATE 15,C1B,M,60,4920
STATE 02,C7B,M,60,4807.95
STATE 04,C7B,M,60,4610.48
STATE 15,C71,M,60,4551.35
STATE 06,C1 ,M,60,4341.94
STATE 10,C7 ,M,60,4014.15
STATE 02,C11,F,60,3842.37
STATE 02,C11,M,60,3803.39
STATE 15,C1 ,M,60,3782.22
STATE 06,C7A,M,60,3750
STATE 02,C71,M,60,3670.52
STATE 03,C11,M,60,3482.79
STATE 04,C7B,M,60,3482.63
STATE 07,C7B,M,60,3437.36
STATE 04,C7C,M,60,3382.2
STATE 15,C7B,M,60,3223.5
STATE 02,C7 ,F,60,3086.95
STATE 15,C1B,F,60,3072.49
STATE 15,C71,M,60,2905.94
STATE 15,C7B,M,60,2875.49
STATE 03,C7B,F,60,2784.11
STATE 15,C7 ,M,60,2765.27
STATE 12,C71,M,60,2630.5
STATE 01,C7 ,M,60,2573.54
STATE 13,C11,M,60,2510.38
STATE 02,C7B,M,60,2429.34
STATE 15,C7 ,M,60,2386.46
STATE 06,C11,F,60,2366.28
STATE 15,C7B,M,60,2330.16
STATE 15,C71,F,60,2264.69
STATE 02,C11,M,60,2192.2
STATE 10,C11,F,60,2176.58
STATE 04,C7 ,M,60,2128.29
STATE 04,C71,F,60,2100
STATE 06,C1 ,M,60,2094.82
STATE 15,C1B,M,60,2008.16
STATE 02,C11,M,60,1897.85
STATE 02,C1 ,M,60,1876.31
STATE 15,C71,M,60,1875
STATE 15,C7B,M,60,1861.83
STATE 15,C11,F,60,1858.99
STATE 15,F71,F,60,1806.09
STATE 03,C1 ,M,60,1789.33
STATE 15,C1B,M,60,1776.47
STATE 10,C71,M,60,1735.48
STATE 15,C7 ,F,60,1690.06
STATE 02,C7B,M,60,1671.48
STATE 01,C11,M,60,1669.4
STATE 13,C11,M,60,1662.63
STATE 15,C1 ,M,60,1620.64
STATE 15,C7 ,F,60,1595.82
STATE 02,C7 ,M,60,1530.22
STATE 02,C71,M,60,1523.47
STATE 17,C71,M,60,1497.41
STATE 04,C7C,M,60,1455.22
STATE 04,C71,F,60,1410.84
STATE 15,C7B,F,60,1400
STATE 06,C11,F,60,1395.42
STATE 07,C71,F,60,1325.54
STATE 12,C11,F,60,1315.17
STATE 07,C71,M,60,1314.46
STATE 15,C7A,M,60,1312.52
STATE 02,C1 ,M,60,1297.33
STATE 13,C1 ,M,60,1292.93
STATE 15,C7 ,F,60,1285.58
STATE 15,C71,M,60,1276
STATE 15,C7 ,F,60,1262.99
STATE 04,C7 ,M,60,1250
STATE 15,C11,F,60,1240.52
STATE 15,C7B,F,60,1238.39
STATE 02,C11,M,60,1221.73
STATE 15,C11,M,60,1209.89
STATE 15,C7 ,M,60,1200
STATE 14,C71,M,60,1197.32
STATE 06,C1 ,F,60,1189.85
STATE 15,C71,M,60,1189.76
STATE 06,C7B,M,60,1160.56
STATE 15,C1B,M,60,1152.26
STATE 15,C7 ,M,60,1130.8
STATE 13,C71,M,60,1126.69
STATE 02,C11,M,60,1114.63
STATE 15,C1A,M,60,1110.53
STATE 10,C7B,F,60,1086.8
STATE 15,C7B,M,60,1061.28
STATE 13,C1B,M,60,1054.91
STATE 10,C7B,M,60,1029.88
STATE 15,C7B,M,60,1018.5
STATE 15,C7B,F,60,1017.39
STATE 04,C7B,F,60,1000.6
STATE 14,C1B,M,60,1000
STATE 17,C7B,M,60,992.48
STATE 06,C11,F,60,979.5
STATE 15,C1B,F,60,957.98
STATE 15,C71,M,60,948.94
STATE 12,C11,M,60,947.84
STATE 06,C71,M,60,936.07
STATE 13,C1A,F,60,930.2
STATE 03,C71,M,60,926.2
STATE 02,C11,F,60,922.58
STATE 02,C7B,M,60,901.5
STATE 15,C11,M,60,898.97
STATE 15,C1B,M,60,897.26
STATE 07,C71,M,60,894.06
STATE 02,C71,M,60,891.95
STATE 15,C11,M,60,888.11
STATE 02,C1 ,M,60,862.24
STATE 15,C2 ,M,60,851.2
STATE 17,C71,M,60,842.66
STATE 06,C1 ,F,60,842.62
STATE 02,C7 ,M,60,840.11
STATE 15,C11,M,60,830.92
STATE 17,C7 ,M,60,824.78
STATE 15,C11,M,60,823.17
STATE 06,C1 ,F,60,810.73
STATE 17,C7 ,M,60,804.29
STATE 06,C7 ,M,60,790.94
STATE 04,C71,F,60,784.79
STATE 15,C72,M,60,783.74
STATE 04,C7B,M,60,777.53
STATE 15,C1B,M,60,767.54
STATE 15,C11,M,60,765.24
STATE 11,C71,F,60,756.78
STATE 06,C1 ,M,60,743.49
STATE 12,C1 ,M,60,740.11
STATE 02,C1 ,F,60,738.34
STATE 02,C71,M,60,726.48
STATE 02,C7B,M,60,709.64
STATE 14,C7 ,F,60,706.49
STATE 02,C71,M,60,705.64
STATE 02,C71,M,60,705.63
STATE 02,C71,M,60,689.17
